0_3000,True
0_3001,False
0_3002,False
0_3003,False
0_3004,False
0_3005,False
0_3006,False
0_3007,False
0_3008,False
0_3009,False
0_3010,False
0_3011,False
0_3012,False
0_3013,False
0_3014,False
0_3015,False
0_3016,False
0_3017,False
0_3018,False
0_3019,False
0_3020,False
0_3021,False
0_3022,False
0_3023,False
0_3024,False
0_3025,False
0_3026,False
0_3027,False
0_3028,False
0_3029,False
0_3030,False
0_3031,False
0_3032,False
0_3033,False
0_3034,False
0_3035,False
0_3036,False
0_3037,False
0_3038,False
0_3039,False
0_3040,False
0_3041,False
0_3042,False
0_3043,False
0_3044,False
0_3045,False
0_3046,False
0_3047,False
0_3048,False
0_3049,False
0_3050,False
0_3051,False
0_3052,False
0_3053,False
0_3054,False
0_3055,False
0_3056,False
0_3057,False
0_3058,False
0_3059,False
0_3060,False
0_3061,False
0_3062,False
0_3063,False
0_3064,False
0_3065,False
0_3066,False
0_3067,False
0_3068,False
0_3069,False
0_3070,False
0_3071,False
0_3072,False
0_3073,False
0_3074,False
0_3075,True
0_3076,False
0_3077,True
0_3078,True
0_3079,True
0_3080,True
0_3081,True
0_3082,True
0_3083,False
0_3084,False
0_3085,False
0_3086,False
0_3087,False
0_3088,False
0_3089,False
0_3090,False
0_3091,False
0_3092,False
0_3093,False
0_3094,False
0_3095,False
0_3096,False
0_3097,False
0_3098,False
0_3099,False
0_3100,False
0_3101,False
0_3102,False
0_3103,False
0_3104,False
0_3105,False
0_3106,False
0_3107,False
0_3108,False
0_3109,False
0_3110,False
0_3111,False
0_3112,False
0_3113,False
0_3114,False
0_3115,False
0_3116,False
0_3117,False
0_3118,False
0_3119,False
0_3120,False
0_3121,False
0_3122,False
0_3123,False
0_3124,False
0_3125,False
0_3126,False
0_3127,False
0_3128,True
0_3129,False
0_3130,False
0_3131,False
0_3132,False
0_3133,False
0_3134,False
0_3135,False
0_3136,False
0_3137,False
0_3138,False
0_3139,False
0_3140,False
0_3141,False
0_3142,False
0_3143,False
0_3144,False
0_3145,False
0_3146,False
0_3147,False
0_3148,False
0_3149,False
0_3150,False
0_3151,False
0_3152,False
0_3153,False
0_3154,False
0_3155,False
0_3156,False
0_3157,False
0_3158,False
0_3159,False
0_3160,False
0_3161,False
0_3162,False
0_3163,False
0_3164,False
0_3165,False
0_3166,False
0_3167,False
0_3168,False
0_3169,False
0_3170,False
0_3171,False
0_3172,False
0_3173,False
0_3174,False
0_3175,False
0_3176,False
0_3177,False
0_3178,False
0_3179,False
0_3180,False
0_3181,False
0_3182,False
0_3183,False
0_3184,False
0_3185,False
0_3186,False
0_3187,False
0_3188,False
0_3189,False
0_3190,False
0_3191,False
0_3192,False
0_3193,False
0_3194,False
0_3195,False
0_3196,False
0_3197,False
0_3198,False
0_3199,False
0_3200,False
0_3201,False
0_3202,False
0_3203,False
0_3204,False
0_3205,False
0_3206,False
0_3207,False
0_3208,False
0_3209,False
0_3210,False
0_3211,False
0_3212,False
0_3213,False
0_3214,False
0_3215,False
0_3216,True
0_3217,False
0_3218,False
0_3219,False
0_3220,False
0_3221,False
0_3222,False
0_3223,False
0_3224,False
0_3225,False
0_3226,False
0_3227,False
0_3228,False
0_3229,True
0_3230,True
0_3231,True
0_3232,True
0_3233,True
0_3234,True
0_3235,True
0_3236,True
0_3237,True
0_3238,True
0_3239,True
0_3240,True
0_3241,True
0_3242,True
0_3243,True
0_3244,True
0_3245,True
0_3246,True
0_3247,True
0_3248,True
0_3249,True
0_3250,False
0_3251,True
0_3252,True
0_3253,False
0_3254,False
0_3255,True
0_3256,True
0_3257,True
0_3258,True
0_3259,True
0_3260,False
0_3261,True
0_3262,False
0_3263,True
0_3264,True
0_3265,True
0_3266,True
0_3267,True
0_3268,True
0_3269,True
0_3270,True
0_3271,True
0_3272,True
0_3273,True
0_3274,True
0_3275,True
0_3276,True
0_3277,True
0_3278,True
0_3279,True
0_3280,True
0_3281,False
0_3282,False
0_3283,False
0_3284,False
0_3285,False
0_3286,False
0_3287,False
0_3288,False
0_3289,False
0_3290,False
0_3291,False
0_3292,False
0_3293,False
0_3294,False
0_3295,False
0_3296,False
0_3297,False
0_3298,False
0_3299,False
0_3300,False
0_3301,False
0_3302,False
0_3303,False
0_3304,False
0_3305,False
0_3306,False
0_3307,False
0_3308,False
0_3309,False
0_3310,False
0_3311,False
0_3312,False
0_3313,False
0_3314,False
0_3315,False
0_3316,False
0_3317,False
0_3318,False
0_3319,False
0_3320,False
0_3321,False
0_3322,False
0_3323,False
0_3324,False
0_3325,False
0_3326,False
0_3327,False
0_3328,False
0_3329,False
0_3330,False
0_3331,False
0_3332,False
0_3333,False
0_3334,False
0_3335,False
0_3336,False
0_3337,False
0_3338,False
0_3339,False
0_3340,False
0_3341,False
0_3342,True
0_3343,True
0_3344,True
0_3345,True
0_3346,True
0_3347,True
0_3348,False
0_3349,False
0_3350,False
0_3351,False
0_3352,False
0_3353,False
0_3354,False
0_3355,False
0_3356,False
0_3357,False
0_3358,False
0_3359,False
0_3360,True
0_3361,True
0_3362,True
0_3363,True
0_3364,True
0_3365,True
0_3366,True
0_3367,False
0_3368,False
0_3369,True
0_3370,False
0_3371,True
0_3372,True
0_3373,True
0_3374,True
0_3375,True
0_3376,True
0_3377,False
0_3378,True
0_3379,False
0_3380,True
0_3381,True
0_3382,False
0_3383,False
0_3384,False
0_3385,False
0_3386,False
0_3387,False
0_3388,False
0_3389,True
0_3390,False
0_3391,False
0_3392,False
0_3393,False
0_3394,False
0_3395,False
0_3396,False
0_3397,False
0_3398,False
0_3399,False
0_3400,False
0_3401,False
0_3402,False
0_3403,False
0_3404,False
0_3405,False
0_3406,False
0_3407,False
0_3408,False
0_3409,False
0_3410,False
0_3411,False
0_3412,True
0_3413,True
0_3414,True
0_3415,True
0_3416,True
0_3417,True
0_3418,True
0_3419,True
0_3420,True
0_3421,True
0_3422,True
0_3423,True
0_3424,True
0_3425,False
0_3426,False
0_3427,False
0_3428,False
0_3429,False
0_3430,False
0_3431,False
0_3432,False
0_3433,False
0_3434,False
0_3435,True
0_3436,True
0_3437,True
0_3438,True
0_3439,True
0_3440,True
0_3441,True
0_3442,False
0_3443,False
0_3444,True
0_3445,True
0_3446,True
0_3447,True
0_3448,True
0_3449,True
0_3450,True
0_3451,True
0_3452,False
0_3453,False
0_3454,False
0_3455,True
0_3456,True
0_3457,True
0_3458,True
0_3459,True
0_3460,False
0_3461,False
0_3462,False
0_3463,False
0_3464,False
0_3465,False
0_3466,False
0_3467,False
0_3468,False
0_3469,False
0_3470,False
0_3471,False
0_3472,False
0_3473,False
0_3474,False
0_3475,False
0_3476,True
0_3477,False
0_3478,False
0_3479,False
0_3480,False
0_3481,False
0_3482,False
0_3483,False
0_3484,False
0_3485,False
0_3486,False
0_3487,False
0_3488,False
0_3489,False
0_3490,False
0_3491,False
0_3492,False
0_3493,False
0_3494,False
0_3495,False
0_3496,False
0_3497,False
0_3498,False
0_3499,False
0_3500,False
0_3501,False
0_3502,False
0_3503,False
0_3504,False
0_3505,False
0_3506,False
0_3507,False
0_3508,False
0_3509,False
0_3510,False
0_3511,False
0_3512,False
0_3513,False
0_3514,False
0_3515,False
0_3516,True
0_3517,True
0_3518,True
0_3519,True
0_3520,True
0_3521,True
0_3522,False
0_3523,False
0_3524,False
0_3525,False
0_3526,False
0_3527,False
0_3528,False
0_3529,False
0_3530,False
0_3531,False
0_3532,False
0_3533,False
0_3534,False
0_3535,False
0_3536,False
0_3537,False
0_3538,False
0_3539,False
0_3540,False
0_3541,False
0_3542,False
0_3543,False
0_3544,False
0_3545,False
0_3546,False
0_3547,False
0_3548,False
0_3549,False
0_3550,False
0_3551,False
0_3552,False
0_3553,False
0_3554,False
0_3555,False
0_3556,False
0_3557,False
0_3558,False
0_3559,False
0_3560,False
0_3561,False
0_3562,False
0_3563,False
0_3564,False
0_3565,False
0_3566,False
0_3567,False
0_3568,False
0_3569,False
0_3570,False
0_3571,False
0_3572,False
0_3573,False
0_3574,False
0_3575,False
0_3576,False
0_3577,False
0_3578,False
0_3579,False
0_3580,False
0_3581,False
0_3582,False
0_3583,False
0_3584,False
0_3585,False
0_3586,False
0_3587,False
0_3588,False
0_3589,False
0_3590,False
0_3591,False
0_3592,False
0_3593,False
0_3594,False
0_3595,False
0_3596,False
0_3597,False
0_3598,False
0_3599,False
0_3600,False
0_3601,False
0_3602,False
0_3603,False
0_3604,False
0_3605,True
0_3606,False
0_3607,False
0_3608,True
0_3609,False
0_3610,False
0_3611,False
0_3612,False
0_3613,False
0_3614,False
0_3615,True
0_3616,True
0_3617,True
0_3618,True
0_3619,True
0_3620,True
0_3621,True
0_3622,True
0_3623,False
0_3624,False
0_3625,False
0_3626,True
0_3627,True
0_3628,True
0_3629,False
0_3630,False
0_3631,False
0_3632,False
0_3633,False
0_3634,False
0_3635,False
0_3636,False
0_3637,False
0_3638,False
0_3639,False
0_3640,False
0_3641,True
0_3642,True
0_3643,True
0_3644,False
0_3645,False
0_3646,False
0_3647,False
0_3648,False
0_3649,False
0_3650,False
0_3651,False
0_3652,False
0_3653,False
0_3654,False
0_3655,False
0_3656,False
0_3657,False
