id,video_id,frame_id,sensor_z_score,sensor_min_max,predicted,ground_truth
0_3002,0,3002,-0.014674097712154196,0.20512820512820512,False,False
0_3003,0,3003,-0.1058639549288685,0.1923076923076923,False,False
0_3006,0,3006,-0.1058639549288685,0.1923076923076923,False,False
0_3007,0,3007,-0.1058639549288685,0.1923076923076923,False,False
0_3009,0,3009,-0.014674097712154196,0.20512820512820512,False,False
0_3010,0,3010,-0.014674097712154196,0.20512820512820512,False,False
0_3013,0,3013,-0.014674097712154196,0.20512820512820512,False,False
0_3014,0,3014,-0.014674097712154196,0.20512820512820512,False,False
0_3016,0,3016,-0.014674097712154196,0.20512820512820512,False,False
0_3017,0,3017,-0.014674097712154196,0.20512820512820512,False,False
0_3020,0,3020,-0.014674097712154196,0.20512820512820512,False,False
0_3021,0,3021,-0.014674097712154196,0.20512820512820512,False,False
0_3024,0,3024,-0.014674097712154196,0.20512820512820512,False,False
0_3027,0,3027,-0.014674097712154196,0.20512820512820512,False,False
0_3028,0,3028,-0.014674097712154196,0.20512820512820512,False,False
0_3031,0,3031,0.07651575950455987,0.21794871794871792,False,False
0_3032,0,3032,0.07651575950455987,0.21794871794871792,False,False
0_3034,0,3034,0.07651575950455987,0.21794871794871792,False,False
0_3035,0,3035,0.07651575950455987,0.21794871794871792,False,False
0_3038,0,3038,-0.014674097712154196,0.20512820512820512,False,False
0_3039,0,3039,-0.014674097712154196,0.20512820512820512,False,False
0_3041,0,3041,-0.014674097712154196,0.20512820512820512,False,False
0_3042,0,3042,-0.014674097712154196,0.20512820512820512,False,False
0_3045,0,3045,0.07651575950455987,0.21794871794871792,False,False
0_3046,0,3046,-0.014674097712154196,0.20512820512820512,False,False
0_3049,0,3049,-0.014674097712154196,0.20512820512820512,False,False
0_3052,0,3052,-0.014674097712154196,0.20512820512820512,False,False
0_3053,0,3053,0.07651575950455987,0.21794871794871792,False,False
0_3056,0,3056,-0.014674097712154196,0.20512820512820512,False,False
0_3057,0,3057,-0.014674097712154196,0.20512820512820512,False,False
0_3059,0,3059,-0.014674097712154196,0.20512820512820512,False,False
0_3060,0,3060,-0.014674097712154196,0.20512820512820512,False,False
0_3063,0,3063,-0.014674097712154196,0.20512820512820512,False,False
0_3064,0,3064,-0.014674097712154196,0.20512820512820512,False,False
0_3066,0,3066,0.07651575950455987,0.21794871794871792,False,False
0_3067,0,3067,0.07651575950455987,0.21794871794871792,False,False
0_3070,0,3070,-0.014674097712154196,0.20512820512820512,False,False
0_3071,0,3071,-0.014674097712154196,0.20512820512820512,False,False
0_3074,0,3074,-0.014674097712154196,0.20512820512820512,False,False
0_3077,0,3077,0.07651575950455987,0.21794871794871792,True,False
0_3078,0,3078,0.07651575950455987,0.21794871794871792,True,False
0_3081,0,3081,-0.014674097712154196,0.20512820512820512,True,False
0_3082,0,3082,-0.014674097712154196,0.20512820512820512,True,False
0_3084,0,3084,-0.014674097712154196,0.20512820512820512,False,False
0_3085,0,3085,-0.014674097712154196,0.20512820512820512,False,False
0_3088,0,3088,-0.014674097712154196,0.20512820512820512,False,False
0_3089,0,3089,-0.014674097712154196,0.20512820512820512,False,False
0_3091,0,3091,-0.014674097712154196,0.20512820512820512,False,False
0_3092,0,3092,-0.014674097712154196,0.20512820512820512,False,False
0_3095,0,3095,-0.014674097712154196,0.20512820512820512,False,False
0_3096,0,3096,-0.014674097712154196,0.20512820512820512,False,False
0_3099,0,3099,-0.014674097712154196,0.20512820512820512,False,False
0_3102,0,3102,-0.014674097712154196,0.20512820512820512,False,False
0_3103,0,3103,-0.014674097712154196,0.20512820512820512,False,False
0_3106,0,3106,-0.014674097712154196,0.20512820512820512,False,False
0_3107,0,3107,-0.014674097712154196,0.20512820512820512,False,False
0_3109,0,3109,-0.014674097712154196,0.20512820512820512,False,False
0_3110,0,3110,-0.014674097712154196,0.20512820512820512,False,False
