0_3002,0.34,True,False
0_3003,0.32,True,False
0_3006,0.32,True,False
0_3007,0.32,True,False
0_3009,0.34,True,False
0_3010,0.34,True,False
0_3013,0.34,True,False
0_3014,0.34,True,False
0_3016,0.34,True,False
0_3017,0.34,True,False
0_3020,0.34,True,False
0_3021,0.34,True,False
0_3024,0.34,True,False
0_3027,0.34,True,False
0_3028,0.34,True,False
0_3031,0.36,True,False
0_3032,0.36,True,False
0_3034,0.36,True,False
0_3035,0.36,True,False
0_3038,0.34,True,False
0_3039,0.34,True,False
0_3041,0.34,True,False
0_3042,0.34,True,False
0_3045,0.36,True,False
0_3046,0.34,True,False
0_3049,0.34,True,False
0_3052,0.34,True,False
0_3053,0.36,True,False
0_3056,0.34,True,False
0_3057,0.34,True,False
0_3059,0.34,True,False
0_3060,0.34,True,False
0_3063,0.34,True,False
0_3064,0.34,True,False
0_3066,0.36,True,False
0_3067,0.36,True,False
0_3070,0.34,True,False
0_3071,0.34,True,False
0_3074,0.34,True,False
0_3077,0.36,True,False
0_3078,0.36,True,False
0_3081,0.34,True,False
0_3082,0.34,True,False
0_3084,0.34,True,False
0_3085,0.34,True,False
0_3088,0.34,True,False
0_3089,0.34,True,False
0_3091,0.34,True,False
0_3092,0.34,True,False
0_3095,0.34,True,False
0_3096,0.34,True,False
0_3099,0.34,True,False
0_3102,0.34,True,False
0_3103,0.34,True,False
0_3106,0.34,True,False
0_3107,0.34,True,False
0_3109,0.34,True,False
0_3110,0.34,True,False
0_3113,0.34,True,False
0_3114,0.34,True,False
0_3116,0.34,True,False
0_3117,0.34,True,False
0_3120,0.34,True,False
0_3121,0.34,True,False
0_3124,0.36,True,False
0_3127,0.34,True,False
0_3128,0.34,True,False
0_3131,0.34,True,False
0_3132,0.34,True,False
0_3134,0.36,True,False
0_3135,0.36,True,False
0_3138,0.34,True,False
0_3139,0.34,True,False
0_3141,0.34,True,False
0_3142,0.34,True,False
0_3145,0.36,True,False
0_3146,0.36,True,False
0_3149,0.34,True,False
0_3152,0.34,True,False
0_3153,0.34,True,False
0_3156,0.36,True,False
0_3157,0.36,True,False
0_3159,0.36,True,False
0_3160,0.36,True,False
0_3163,0.34,True,False
0_3164,0.34,True,False
0_3166,0.34,True,False
0_3167,0.34,True,False
0_3170,0.36,True,False
0_3171,0.36,True,False
0_3174,0.34,True,False
0_3177,0.34,True,False
0_3178,0.34,True,False
0_3181,0.36,True,False
0_3182,0.36,True,False
0_3184,0.34,True,False
0_3185,0.34,True,False
0_3188,0.34,True,False
0_3189,0.34,True,False
0_3191,0.36,True,False
0_3192,0.36,True,False
0_3195,0.34,True,False
0_3196,0.34,True,False
0_3199,0.34,True,False
0_3200,0.34,True,True
0_3201,0.34,True,True
0_3202,0.34,True,True
0_3203,0.34,True,True
0_3204,0.34,True,True
0_3205,0.34,True,True
0_3206,0.34,True,True
0_3207,0.34,True,True
0_3208,0.34,True,True
0_3209,0.34,True,True
0_3210,0.34,True,True
0_3211,0.34,True,True
0_3212,0.34,True,True
0_3213,0.34,True,True
0_3214,0.34,True,True
0_3215,0.36,True,True
0_3216,0.36,True,True
0_3217,0.34,True,True
0_3218,0.34,True,True
0_3219,0.34,True,True
0_3220,0.34,True,True
0_3221,0.34,True,True
0_3222,0.34,True,True
0_3223,0.34,True,True
0_3224,0.34,True,True
0_3225,0.36,True,True
0_3226,0.36,True,True
0_3227,0.36,True,True
0_3228,0.36,True,True
0_3229,0.36,True,True
0_3230,0.34,True,True
0_3231,0.34,True,True
0_3232,0.34,True,True
0_3233,0.34,True,True
0_3234,0.34,True,True
0_3235,0.36,True,True
0_3236,0.36,True,True
0_3237,0.36,True,True
0_3238,0.36,True,True
0_3239,0.36,True,True
0_3240,0.34,True,True
0_3241,0.34,True,True
0_3242,0.34,True,True
0_3243,0.34,True,True
0_3244,0.34,True,True
0_3245,0.34,True,True
0_3246,0.34,True,True
0_3247,0.34,True,True
0_3248,0.34,True,True
0_3249,0.34,True,True
0_3250,0.34,True,True
0_3251,0.34,True,True
0_3252,0.34,True,True
0_3253,0.34,True,True
0_3254,0.34,True,True
0_3255,0.34,True,True
0_3256,0.34,True,True
0_3257,0.34,True,True
0_3258,0.34,True,True
0_3259,0.34,True,True
0_3260,0.34,True,True
0_3261,0.34,True,True
0_3262,0.34,True,True
0_3263,0.34,True,True
0_3264,0.34,True,True
0_3265,0.34,True,True
0_3266,0.34,True,True
0_3267,0.34,True,True
0_3268,0.34,True,True
0_3269,0.34,True,True
0_3270,0.34,True,True
0_3271,0.34,True,True
0_3272,0.34,True,True
0_3273,0.34,True,True
0_3274,0.34,True,True
0_3275,0.34,True,True
0_3276,0.34,True,True
0_3277,0.34,True,True
0_3278,0.34,True,True
0_3279,0.34,True,True
0_3280,0.34,True,True
0_3281,0.34,True,True
0_3282,0.34,True,True
0_3283,0.36,True,True
0_3284,0.36,True,True
0_3285,0.36,True,True
0_3286,0.34,True,True
0_3287,0.34,True,True
0_3288,0.34,True,True
0_3289,0.34,True,True
0_3290,0.34,True,True
0_3291,0.34,True,True
0_3292,0.34,True,True
0_3293,0.34,True,True
0_3294,0.36,True,True
0_3295,0.36,True,True
0_3296,0.36,True,True
0_3297,0.36,True,True
0_3298,0.36,True,True
0_3299,0.34,True,True
0_3300,0.34,True,True
0_3301,0.36,True,True
0_3302,0.36,True,True
0_3303,0.36,True,True
0_3304,0.36,True,True
0_3305,0.36,True,True
0_3306,0.36,True,True
0_3307,0.36,True,True
0_3326,0.36,True,True
0_3327,0.36,True,True
0_3328,0.36,True,True
0_3329,0.36,True,True
0_3330,0.36,True,True
0_3331,0.36,True,True
0_3332,0.36,True,True
0_3333,0.36,True,True
0_3334,0.36,True,True
0_3335,0.36,True,True
0_3336,0.36,True,True
0_3337,0.36,True,True
0_3338,0.36,True,True
0_3342,0.36,True,True
0_3343,0.36,True,True
0_3344,0.36,True,True
0_3345,0.36,True,True
0_3346,0.36,True,True
0_3347,0.36,True,True
0_3348,0.36,True,True
0_3349,0.36,True,True
0_3350,0.36,True,True
0_3351,0.36,True,True
0_3352,0.36,True,True
0_3353,0.36,True,True
0_3354,0.36,True,True
0_3355,0.36,True,True
0_3356,0.36,True,True
0_3357,0.36,True,True
0_3358,0.36,True,True
0_3359,0.36,True,True
0_3360,0.36,True,True
0_3361,0.36,True,True
0_3362,0.36,True,True
0_3363,0.36,True,True
0_3364,0.36,True,True
0_3365,0.36,True,True
0_3366,0.36,True,True
0_3367,0.36,True,True
0_3368,0.36,True,True
0_3369,0.36,True,True
0_3370,0.36,True,True
0_3371,0.36,True,True
0_3372,0.36,True,True
0_3373,0.38,True,True
0_3374,0.38,True,True
0_3375,0.38,True,True
0_3376,0.38,True,True
0_3377,0.38,True,True
0_3378,0.38,True,True
0_3379,0.38,True,True
0_3380,0.38,True,True
0_3381,0.4,True,True
0_3382,0.4,True,True
0_3383,0.4,True,True
0_3384,0.4,True,True
0_3385,0.4,True,True
0_3386,0.42,True,True
0_3387,0.42,True,True
0_3388,0.42,True,True
0_3389,0.42,True,True
0_3390,0.42,True,True
0_3391,0.4,True,True
0_3392,0.4,True,True
0_3393,0.4,True,True
0_3394,0.4,True,True
0_3395,0.4,True,True
0_3396,0.42,True,True
0_3397,0.42,True,True
0_3398,0.42,True,True
0_3399,0.42,True,True
0_3400,0.42,True,True
0_3401,0.42,True,True
0_3402,0.42,True,True
0_3403,0.42,True,True
0_3404,0.42,True,True
0_3405,0.42,True,True
0_3406,0.42,True,True
0_3407,0.42,True,True
0_3408,0.42,True,True
0_3409,0.44,True,True
0_3410,0.44,True,True
0_3411,0.44,True,True
0_3412,0.44,True,True
0_3413,0.44,True,True
0_3414,0.42,True,True
0_3415,0.42,True,True
0_3416,0.42,True,True
0_3417,0.42,True,True
0_3418,0.42,True,True
0_3419,0.42,True,True
0_3420,0.42,True,True
0_3421,0.42,True,True
